TYPE (F),F:Alias,F:Database Table,"F:Database Field (or ""UDF"")",F:Long Name,F:Short Name,F:User Type,F:User Length,F:User Decimals,F:Reference Table Name,F:Reference Display Mode (Dropdown/Picklist),F:Reference Valid Code Required
F,all-stf-CRDCYearBeganTeaching,STAFF,UDF,CRDC Year Began Teaching,CRDC Year Began Teaching,Integer,4,0,,,
F,all-trn-CRDCAPTestResult,STUDENT_TRANSCRIPT,UDF,CRDC AP Test Results,CRDC AP Test Results,Character,2,0,,,
F,all-std-DiplomaDate,STUDENT,UDF,Date of student diploma,Date of student diploma,Date,10,0,,,
F,all-mst-WdisAgeIndicator,SCHEDULE_MASTER,UDF,Wdis Adult/Postsecondary CTE Indicator,Wdis AGE/PS CTE Ind,Character,20,0,FL WDIS AGE/PS CTE Indicators,Dropdown,
C,Adult Education,Adult Education,Adult Education,,,,,,,,
C,Post-Secondary CTE,Post-Secondary CTE,Post-Secondary CTE,,,,,,,,
F,all-mst-WdisDLDIndicator,SCHEDULE_MASTER,UDF,WDIS Distance Learning Delivery Indicator,DLD Indicator,Character,1,0,FL WDIS DLD Indicator Codes,Dropdown,
C,A,Web-based or Internet-based courses,A,,,,,,,,
C,B,Video conferencing.,B,,,,,,,,
C,C,Other distance learning delivery.,C,,,,,,,,
C,X,Those combinations of Technology which do not meet the 50% requirement.,X,,,,,,,,
C,Z,Not a Distance Learning class.,Z,,,,,,,,
F,all-mst-WdisHomelessIndicator,SCHEDULE_MASTER,UDF,WDIS Homeless Adult Program Indicator,Homeless Pgm Ind,Character,1,0,FL WDIS Homeless Adult Program Indicator Codes,Dropdown,
C,F,The course is part of a program designed for the homeless.,F,,,,,,,,
C,Z,Not Applicable,Z,,,,,,,,
F,all-ssc-WdisFuncLvlInit,STUDENT_SCHEDULE,UDF,Adult Educational Functioning Level - Initial,AE Func Level - Init,Character,1,0,FL WDIS Functioning Level Codes,Dropdown,
C,B,ABE Level 1 (grade level 0 through 1.9),B,,,,,,,,
C,F,ABE Level 2 (grade level 2.0 through 3.9),F,,,,,,,,
C,H,ABE Level 3 (grade level 4.0 through 5.9),H,,,,,,,,
C,J,ABE Level 4 (grade level 6.0 through 8.9),J,,,,,,,,
C,K,ABE Level 5 (grade level 9.0 through 10.9 WITH a U.S. high school diploma or its equivalent),K,,,,,,,,
C,L,ABE Level 6 (grade level 11.0 through 12.9 WITHOUT a U.S. high school diploma or its equivalent),L,,,,,,,,
C,M,ABE Level 6 (grade level 11.0 through 12.9 WITH a U.S. high school diploma or its equivalent),M,,,,,,,,
C,N,ABE Level 5 (grade level 9.0 through 10.9 WITHOUT a U.S. high school diploma or its equivalent),N,,,,,,,,
C,Q,ESOL Pre Literacy – Level A,Q,,,,,,,,
C,R,ESOL Basic Literacy – Level B,R,,,,,,,,
C,S,ESOL Advanced Literacy – 2 Level C,S,,,,,,,,
C,1,ESL Level 1,1,,,,,,,,
C,2,ESL Level 2,2,,,,,,,,
C,3,ESL Level 3,3,,,,,,,,
C,4,ESL Level 4,4,,,,,,,,
C,5,ESL Level 5,5,,,,,,,,
C,6,ESL Level 6,6,,,,,,,,
C,D,ESL Level 5,D,,,,,,,,
C,E,ESL Level 6,E,,,,,,,,
C,7,Adult ESOL College and Career Readiness,7,,,,,,,,
C,Z,Not Applicable,Z,,,,,,,,
F,all-scc-WdisFuncLvlInit,STUDENT_SCHEDULE_CHANGE,UDF,Adult Educational Functioning Level - Initial,AE Func Level - Init,Character,1,0,FL WDIS Functioning Level Codes,Dropdown,
F,all-std-WdisFeeStatusFirst,STUDENT,UDF,Adult Fee Status,Adult Fee Status,Character,2,0,FL Adult Fee Status Codes,Dropdown,
C,AA,Out-of-State Fee Waived: Out-of-state fees shall be waived for an honorably discharged veteran of t,AA,,,,,,,,
C,B,Fee Waived: Tuition waiver for Purple Heart recipient or another combat decoration superior in prec,B,,,,,,,,
C,BB,Out-of-State Fee Waived: Out-of-state fees shall be waived for a person who is entitled to and uses,BB,,,,,,,,
C,C,Fee Exempt: Co-enrolled adult high school. Any K-12 student who is co-enrolled in the adult high sc,C,,,,,,,,
C,CC,Out-of-State Fee Waived: Out-of-state fee waiver for active duty members of the Armed Forces of the,CC,,,,,,,,
C,D,Fee Deferred: Fee payment required and deferred when,D,,,,,,,,
C,H,Out-of-State Fee Waived: Out-of-state fee waiver for students including but not limited to student,H,,,,,,,,
C,I,Fee Exempt: Dependent of deceased or disabled veteran,I,,,,,,,,
C,J,Fee Waiver: Dependent of deceased special risk member,J,,,,,,,,
C,K,Fee Exempt: Registered apprenticeship,K,,,,,,,,
C,M,Fee Exempt: Custody of the Department of Children and Family Services,M,,,,,,,,
C,N,Fee Exempt: Welfare transition,N,,,,,,,,
C,O,Fee Exempt: Custody of relative through the Department of Children and Families (DCF) or adoption f,O,,,,,,,,
C,P,Fee Exempt: Homeless student,P,,,,,,,,
C,Q,Fee Exempt: : Dual enrollment or early admission,Q,,,,,,,,
C,R,Fee Required: Fee payment required (see s. 1009.22(3)(a)). Fee was not waived deferred or exempted,R,,,,,,,,
C,T,Fee Waived: Wrongful conviction,T,,,,,,,,
C,W,Fee Waived: Eligible fee has been waived for a non-fee exempt student in accordance with s.1009.26,W,,,,,,,,
C,Z,Fee not Required:,Z,,,,,,,,
F,all-std-WdisFeeStatusSecond,STUDENT,UDF,Adult Fee Status,Adult Fee Status,Character,2,0,FL Adult Fee Status Codes,Dropdown,
F,all-ssc-WdisFeeStatusFirst,STUDENT_SCHEDULE,UDF,Adult Fee Status,Adult Fee Status,Character,2,0,FL Adult Fee Status Codes,Dropdown,
F,all-ssc-WdisFeeStatusSecond,STUDENT_SCHEDULE,UDF,Adult Fee Status,Adult Fee Status,Character,2,0,FL Adult Fee Status Codes,Dropdown,
F,all-ssc-WdisCostReportingCode,STUDENT_SCHEDULE,UDF,Cost Reporting Code,Cost Reporting Code,Character,3,0,FL Cost Reporting Codes,Dropdown,
C,401,Literacy/Adult Basic Education (ABE),401,,,,,,,,
C,402,Adult High School (Adult Secondary),402,,,,,,,,
C,403,GED Preparatory,403,,,,,,,,
C,404,ESOL,404,,,,,,,,
C,405,Career and Technical Education Preparatory Instruction,405,,,,,,,,
C,409,Other Adult General Education,409,,,,,,,,
C,364,Postsecondary career and technical education instruction under the Course Code Directory seven-digit,364,,,,,,,,
C,371,Related classroom instruction (RTI),371,,,,,,,,
C,372,On the job training (OJT),372,,,,,,,,
C,341,Continuing Workforce Education instruction listed under the seven-digit code assigned to program/co,341,,,,,,,,
C,351,Agriscience and Natural Resources,351,,,,,,,,
C,352,Business Education,352,,,,,,,,
C,353,Family and Consumer Science,353,,,,,,,,
C,354,Health Science,354,,,,,,,,
C,355,Industrial,355,,,,,,,,
C,356,Marketing (Distributive),356,,,,,,,,
C,357,Public Service,357,,,,,,,,
C,359,Other CTE,359,,,,,,,,
F,all-std-WdisAgeDisability,STUDENT,UDF,WDIS Age Disability Code,WDISAgeDisabCode,Character,1,0,FL WDIS Age Disability Codes,Dropdown,
C,A,is applicable to a level A,A,,,,,,,,
C,B,is applicable to a level B,B,,,,,,,,
C,C,is applicable to a level C,C,,,,,,,,
C,I,has not been evaluated,I,,,,,,,,
C,N,Self-initiated but neither requesting nor requiring accommodations and/or related auxiliary aids/s,N,,,,,,,,
C,Z,Not applicable or not self-identified.,Z,,,,,,,,
F,all-std-WdisStateFunded,STUDENT,UDF,WDIS Enrollment Not State Funded,WDISEnrNotStateFund,Character,1,0,FL WDIS Not State Funded Codes,Dropdown,
C,F,Not state fundable Federal Inmate (FS 1011.80(7)(b) as amended in Chapter 2011-063),F,,,,,,,,
C,I,Other Inmate (not state or federal) only funded with a federal grant,I,,,,,,,,
C,S,Not state fundable State Inmate (FS 1011.80(7)(b) as amended in Chapter 2011-063),S,,,,,,,,
C,Z,State Fundable,Z,,,,,,,,
F,all-crs-WdisStateFunded,COURSE,UDF,WDIS Enrollment Not State Funded,WDISEnrNotStateFund,Character,1,0,FL WDIS Not State Funded Codes,Dropdown,
F,all-ssc-WdisFinancialAssistance,STUDENT_SCHEDULE,UDF,WDIS Financial Assistance Received,WDISFinAssistRec,Text,51,0,FL WDIS Financial Assistance Codes,Picklist,
F,all-ssc-WdisStdInstrHrs,STUDENT_SCHEDULE,UDF,WDIS Student Instructional Hours,WDIS Std Instr Hrs,Character,4,0,,,
F,all-ssc-WdisFullTimeStdInd,STUDENT_SCHEDULE,UDF,WDIS Full-time Student Indicator,Full-time Std Ind,Character,1,0,FL WDIS Full-time Student Codes,Dropdown,
C,F,Full-Time student. Use for Fall and Spring terms only.,F,,,,,,,,
C,P,Part-Time student. Use for Fall and Spring terms only.,P,,,,,,,,
C,S,Summer term. Use for all enrolled students in Summer term,S,,,,,,,,
C,Z,Not Applicable (Continuing Workforce Education or Apprenticeship ONLY).,Z,,,,,,,,
F,all-std-WdisFullTimeStdInd,STUDENT,UDF,WDIS Full-time Student Indicator,Full-time Std Ind,Character,1,0,FL WDIS Full-time Student Codes,Dropdown,
F,all-std-WdisResidTuitionPurposes,STUDENT,UDF,WDIS Residence Tuition Purposes,Resid Tuition Purpos,Character,1,0,FL Residence Tuition Purposes Codes,Dropdown,
C,D,Non-Florida resident paying differential out-of-state fee [F.S. 1009.22 (4),D,,,,,,,,
C,F,Florida resident for tuition purposes (in accordance with s. 1009.21 F.S.),F,,,,,,,,
C,N,Non-Florida resident for tuition purposes (in accordance with s. 1009.21 F.S.),N,,,,,,,,
C,Z,Residency determination not required (Examples: Adult General Education (AGE) students as of July 1,Z,,,,,,,,
F,all-std-WdisCteBasicSkillsExam,STUDENT,UDF,WDIS Cte Basic Skills Exam,Basic Skills Exam,Character,1,0,FL WDIS CTE Basic Skills Exam Codes,Dropdown,
C,A,Basic Skills Exempt: A student who possesses a college degree at the associate in applied science l,A,,,,,,,,
C,B,Basic Skills Exempt: A student who demonstrates readiness for public postsecondary education pursua,B,,,,,,,,
C,C,Basic Skills Exempt: A student who passes a state or national industry certification or licensure e,C,,,,,,,,
C,D,Basic Skills Exempt: An adult student who is enrolled in an apprenticeship program that is register,D,,,,,,,,
C,F,Basic Skills Exempt: An adult student with a disability as defined in s. 1004.02(7) F.S. who is exe,F,,,,,,,,
C,G,Basic Skills Exempt: The total program length as indicated in the curriculum frameworks is less tha,G,,,,,,,,
C,N,Student has not yet completed the initial assessment,N,,,,,,,,
C,P,Student has completed initial assessment but has not demonstrated mastery of the required minimal l,P,,,,,,,,
C,Y,Student has demonstrated mastery of the required minimal level of basic skills for the program in w,Y,,,,,,,,
C,Z,Not Applicable. (Continuing Workforce Education),Z,,,,,,,,
F,all-std-WdisOriginOfSchooling,STUDENT,UDF,WDIS Origin of Schooling,Origin of Schooling,Character,1,0,FL WDIS Origin of Schooling Codes,Dropdown,
C,N,Non-U.S.-Based Schooling: Highest level of schooling attained in a school that is not U.S.-based.,N,,,,,,,,
C,U,U.S.-Based Schooling: Highest level of schooling attained in the United States a U.S. territory an,U,,,,,,,,
C,X,Unknown or the student is co-enrolled.,X,,,,,,,,
C,Z,Not an adult general education student.,Z,,,,,,,,
F,all-std-WdisHighestSchoolGrade,STUDENT,UDF,WDIS Highest School Grade Completed,Highest School Grade,Character,2,0,FL WDIS Highest School Grade Codes,Dropdown,
C,01,Participant completed the first grade,01,,,,,,,,
C,02,Participant completed the second grade,02,,,,,,,,
C,03,Participant completed the third grade,03,,,,,,,,
C,04,Participant completed the fourth grade,04,,,,,,,,
C,05,Participant completed the fifth grade,05,,,,,,,,
C,06,Participant completed the sixth grade,06,,,,,,,,
C,07,Participant completed the seventh grade,07,,,,,,,,
C,08,Participant completed the eighth grade,08,,,,,,,,
C,09,Participant completed the ninth grade,09,,,,,,,,
C,10,Participant completed the tenth grade,10,,,,,,,,
C,11,Participant completed the eleventh grade,11,,,,,,,,
C,12,"Participant completed the twelfth grade, but did not attain a diploma or equivalency",12,,,,,,,,
C,15,Participant has a disability and attained a certificate of attendance/completion as a result of su,15,,,,,,,,
C,16,Participant completed some college,16,,,,,,,,
C,17,Participant attained a Career Certificate,17,,,,,,,,
C,18,Participant attained an Associate of Applied Sciences,18,,,,,,,,
C,19,Participant attained an Associate of Science,19,,,,,,,,
C,20,Participant attained an Associate of Arts,20,,,,,,,,
C,21,Participant attained a Bachelor’s degre,21,,,,,,,,
C,22,Participant attained beyond a bachelor’s degree,22,,,,,,,,
C,D1,Participant attained a high school diploma,D1,,,,,,,,
C,G1,Participant attained a high school equivalency,G1,,,,,,,,
C,ZZ,No school grades completed,ZZ,,,,,,,,
F,all-std-WdisHomelessRunaway,STUDENT,UDF,WDIS Homeless Individuals or Runaway Youth,Hmls Indiv Rnw Yth,Character,1,0,FL WDIS Homeless Individuals or Runaway Youth Codes,Dropdown,
C,A,"Participant lacks a fixed, regular, and adequate nighttime residence; this includes an individual",A,,,,,,,,
C,B,Participant has a primary nighttime residence that is a public or private place not designed for o,B,,,,,,,,
C,C,Participant is a migratory child who in the preceding 36 months was required to move from one scho,C,,,,,,,,
C,D,Participant is under 18 years of age and absents himself or herself from home or place of legal re,D,,,,,,,,
C,N,Participant is enrolled in an NRS eligible program but does not meet the conditions described abov,N,,,,,,,,
C,Z,Participant was not enrolled in an NRS eligible program,Z,,,,,,,,
F,all-std-WdisMgrtSsnlFrmwrk,STUDENT,UDF,WDIS AGE Migrant and Seasonal Farmworker,Mgrt Ssnl Frmwrk,Character,1,0,FL WDIS Migrant and Seasonal Farmworker Codes,Dropdown,
C,A,Participant is (A) a low-income individual (i) who for the 12 consecutive months out of the 24 mon,A,,,,,,,,
C,B,Participant is (A) a seasonal farmworker and whose agricultural labor requires travel to a job sit,B,,,,,,,,
C,N,Participant is enrolled in an NRS eligible program and does not meet the conditions described abov,N,,,,,,,,
C,Z,Participant is not enrolled in an NRS eligible program,Z,,,,,,,,
F,all-std-WdisMilitaryStatus,STUDENT,UDF,WDIS Military Status,Military Status,Character,1,0,FL WDIS Military Status Codes,Dropdown,
C,A,Active Duty Personnel,A,,,,,,,,
C,D,Eligible Dependent (spouse/child),D,,,,,,,,
C,E,"Veteran (Prior Service, Service Dates Unknown)",E,,,,,,,,
C,N,Active Member of the National Guard,N,,,,,,,,
C,R,Active Member of the Reserves,R,,,,,,,,
C,V,"Veteran (Prior Service, Service Prior to 9/11/2001)",V,,,,,,,,
C,W,"Veteran (Prior Service, Service on orafter 9/11/2001)",W,,,,,,,,
C,X,Unknown/No Response,X,,,,,,,,
C,Y,No Military History,Y,,,,,,,,
C,Z,"Not Applicable (Continuing Workforce Education, dual enrolled or co-enrolled secondary students)",Z,,,,,,,,
F,all-std-WdisWdrawReason,STUDENT,UDF,WDIS Withdrawal Reason,Wdrawal Reason,Character,1,0,FL WDIS AGE Withdrawal Reason Codes,Dropdown,
C,A,Participant is incarcerated or residing in an institution or facility providing 24-hour support su,A,,,,,,,,
C,B,Participant is receiving medical treatment that precludes entry into unsubsidized employment or co,B,,,,,,,,
C,C,Participant was found to be deceased,C,,,,,,,,
C,D,Participant is a member of the National Guard or other reserve military unit of the armed forces a,D,,,,,,,,
C,E,Participant is in the foster care system or any other mandated residential program and has moved f,E,,,,,,,,
C,F,Participant was withdrawn and exited for non-attendance,F,,,,,,,,
C,G,Participant exited for a reason other than those identified above.This includes students who earne,G,,,,,,,,
C,N,"Participant is in an NRS eligible program, is still enrolled at the end of the term, and is expe",N,,,,,,,,
C,Z,Participant is not enrolled in an NRS eligible program,Z,,,,,,,,
F,all-std-WdisAdditionalHrsCredited,STUDENT,UDF,WDIS Additional Hours Credited,Add Hrs Credited,Character,4,0,,,
F,all-rac-PersonRace,PERSON_RACE,RAC_RACE_CODE,Race code,Race,Character,25,0,FL Race Codes,Dropdown,
C,I,American Indian or Alaskan Native,I,,,,,,,,
C,A,Asian,A,,,,,,,,
C,P,Native Hawaiian or Other Pacific Islander,P,,,,,,,,
C,B,Black or African American,B,,,,,,,,
C,W,White,W,,,,,,,,
F,all-std-FLFasterMsixId,STUDENT,UDF,MSIX Identification Number,MSIX Id,Character,12,0,,,
F,all-std-FLMigrantStatus,STUDENT,UDF,Migrant Status Term,Migrant Status,Character,1,0,FL Migrant Status,Dropdown,
F,all-std-NationalMeritScholar,STUDENT,UDF,National Merit Scholar,Ntl Merit Scholar,Character,1,0,FL National Merit Scholar,Dropdown,
C,S,Scholar,S,,,,,,,,
C,F,Finalist,F,,,,,,,,
F,all-std-NationalAchievementScholar,STUDENT,UDF,National Achievement Scholar,Ntl Achv Scholar,Character,1,0,FL National Achievement Scholar,Dropdown,
C,S,Merit Scholarship Winner,S,,,,,,,,
C,F,Merit Finalist,F,,,,,,,,
F,all-std-DiplomaPassedComm,STUDENT,UDF,Date Passed for Grad Purposes - Comm,Grad Purp Date Comm,Date,10,0,,,
F,all-std-DiplomaPassedMath,STUDENT,UDF,Date Passed for Grad Purposes - Math,Grad Purp Date Math,Date,10,0,,,
F,all-std-NationalHispanicInd,STUDENT,UDF,National Hispanic Scholar,Ntl Hispanic Scholar,Logical,1,0,,,
F,all-std-akaName1,STUDENT,UDF,aka Name 1,aka Name 1,Character,42,0,,,
F,all-std-akaName2,STUDENT,UDF,aka Name 2,aka Name 2,Character,42,0,,,
F,all-std-akaName3,STUDENT,UDF,aka Name 3,aka Name 3,Character,42,0,,,
F,all-std-akaName4,STUDENT,UDF,aka Name 4,aka Name 4,Character,42,0,,,
F,all-std-dobVerification,STUDENT,UDF,Birth Date Verification,DOB Verification,Character,1,0,DOB Verification Codes,Dropdown,
C,1,A duly attested transcript of the child's birth record filed according to law with a public officer,1,,,,,,,,
C,2,Hospital certificate accompanied by parents' notarized statement.,2,,,,,,,,
C,3,"Baptismal certificate showing date of birth and place of baptism, accompanied by parents' sworn affi",3,,,,,,,,
C,4,Insurance policy on child which has been in force at least two years.,4,,,,,,,,
C,5,Bible record of child's birth accompanied by parents' sworn affidavit.Passport or certificate of arr,5,,,,,,,,
C,6,Passport or certificate of arrival in the U.S. showing age of child.,6,,,,,,,,
C,7,"School record, at least four years prior, showing date of birth.",7,,,,,,,,
C,8,Parents' sworn affidavit accompanied by a certificate of examination from a health officer or physic,8,,,,,,,,
C,T,Verification obtained from out-of-state transfer records or from the MSRTS record for a migrant stud,T,,,,,,,,
C,9,No verification.,9,,,,,,,,
F,all-std-BirthPlace,STUDENT,UDF,Birth Place,Birth Place,Character,25,0,FL Birth Place Codes,Dropdown,
F,all-ctj-ParentGuardCode,STUDENT_CONTACT,UDF,Parent/Guardian Code,Parent/Guardian Code,Character,1,0,FL Parent/Guardian Code,Dropdown,
C,P,Parent,P,,,,,,,,
C,G,Legal guardian,G,,,,,,,,
C,O,"Other, such as relative",O,,,,,,,,
C,A,Guardian Ad Litem,A,,,,,,,,
C,S,Surrogate parent,S,,,,,,,,
F,all-std-HlthExamSklEntry,STUDENT,UDF,Hlth Exam Entry,Hlth Exam,Character,1,0,FL Health Exam Codes,Dropdown,
C,Y,School entry health examination certified.,Y,,,,,,,,
C,T,Transferred from another Florida school without a health examination record.,T,,,,,,,,
C,R,Religious exemption (any child shall be exempt upon written request of parent or guardian of such...,R,,,,,,,,
C,N,The student is an initial entry into a Florida school who has not presented a school health exami...,N,,,,,,,,
C,V,"The student is in a virtual instruction program or is home-schooled, has not presented a school h...",V,,,,,,,,
F,all-std-CritHlthInfoInd,STUDENT,UDF,Crit Hlth Info Ind,Crit Hlth Info Ind,Logical,1,0,,,
F,all-hsc-TreatmentReceived,HEALTH_SCREENING,UDF,Treatment Received Ind,Treatment Received Ind,Logical,1,0,,,
F,all-hsc-IcdCptScreenType,HEALTH_SCREENING,UDF,ICD CPT Screening Type,ICD CPT Screening Type,Character,6,0,FL ICD CPT Screening Types,Picklist,
F,all-hcn-DiseaseTypeCode,HEALTH_CONDITION,UDF,Disease Condition Type Code,Dis Cond Type Code,Character,6,0,FL Faster Diseases,Picklist,
F,all-hcn-MedTreatmentCode,HEALTH_CONDITION,UDF,Medical Treatment Type Code,Med Treat Type Code,Character,5,0,FL Faster Procedural Terminology,Picklist,
F,all-hcn-FirstEncounterDate,HEALTH_CONDITION,UDF,Date of First Encounter,First Encounter,Date,10,0,,,
F,all-hcn-DiseaseCondResolution,HEALTH_CONDITION,UDF,Resolution of Disease or Condition,Resolution,Character,1,0,FL Disease or Condition Res,,
C,N,"No, the condition or disease has not been resolved",N,,,,,,,,
C,U,"It is unknown if the condition or disease has been resolved",U,,,,,,,,
C,Y,"Yes, the condition or disease has been resolved",Y,,,,,,,,
F,all-scc-ResidTuitionPurposes,STUDENT_SCHEDULE_CHANGE,UDF,Residency for Tuition Purposes,Resid Tuition Purpos,Character,1,0,FL Residence Tuition Purposes Codes,Dropdown,
F,all-ssc-ResidTuitionPurposes,STUDENT_SCHEDULE,UDF,Residency for Tuition Purposes,Resid Tuition Purpos,Character,1,0,FL Residence Tuition Purposes Codes,Dropdown,
F,all-mst-ResidTuitionPurposes,SCHEDULE_MASTER,UDF,Residency for Tuition Purposes,Resid Tuition Purpos,Character,1,0,FL Residence Tuition Purposes Codes,Dropdown,
F,all-std-GradReqBasis,STUDENT,UDF,Graduation Requirement Basis,Grad Req Basis,Character,2,0,FL Graduation Requirements Basis,Dropdown,
F,all-std-MultipleBirthStd,STUDENT,UDF,Multiple Birth Std,Multiple Birth Std,Logical,1,0,,,
F,all-std-EvenStartFamilyLitPgm,STUDENT,UDF,Even Start Family Literacy Program,Even Start Famil Lit,Logical,1,0,,,
F,all-std-FirstStartPgm,STUDENT,UDF,Florida First Start Program Participation,FL First Start Pgm,Logical,1,0,,,
F,all-std-DiffDiplomaInd,STUDENT,UDF,Differentiated Diploma,Differentiated Diploma,Logical,1,0,,,
F,all-std-CollegeReadyDiploma,STUDENT,UDF,College Ready Diploma,College Ready Diploma,Logical,1,0,,,
F,all-std-AICProgramCompleted,STUDENT,UDF,Advanced International Certificate Program,AIC Program Complete,Logical,1,0,,,
F,all-std-DistComVolSrvcReqMet,STUDENT,UDF,District Community/Volunteer Service Req Met,Dst Com Vol Req Met,Logical,1,0,,,
F,all-std-EarlyAdmStudent,STUDENT,UDF,Early Admission Student,Early Adm Student,Logical,1,0,,,
F,all-std-ComVolServiceHrs,STUDENT,UDF,Community/Volunteer Service Hours,ComVol Service Hrs,Number,4,0,,,
F,all-std-PhysEduWaiver,STUDENT,UDF,Physical Education Waiver (KG-8 Student),Phys Edu Waiver,Logical,1,0,,,
F,all-std-assessmentElaMet,STUDENT,UDF,English/Languate Arts Assessment Met,Asm Met ELA,Logical,1,0,,,
F,all-std-assessmentAlg2Passed,STUDENT,UDF,Algebra II Assessment Passed,Asm Passes ALG 2,Character,1,0,FL Assessment Passed,Dropdown,
C,Y,Student has passed the assessment,Y,,,,,,,,
C,E,"Student has exempted all or part of the course, and passed the assessment throught the Credit Acc...",E,,,,,,,,
F,all-std-assessmentAlg1Met,STUDENT,UDF,Algebra I Assessment Met,Asm Met ALG 1,Character,1,0,FL Assessment Met,Dropdown,
C,Y,Student has passed the assessment,Y,,,,,,,,
C,E,"Student has exempted all or part of the course, and passed the assessment throught the Credit Acc...",E,,,,,,,,
C,N,Student has NOT yet taken and/or successfully satisfied the assessment requirement.,N,,,,,,,,
F,all-std-assessmentGeometryPassed,STUDENT,UDF,Geometry Assessment Passed,Asm Passed GEOMET,Character,1,0,FL Assessment Passed,Dropdown,
F,all-std-assessmentBiologyPassed,STUDENT,UDF,Biology Assessment Passed,Asm Passes BIOLOGY,Character,1,0,FL Assessment Passed,Dropdown,
F,all-std-assessmentUSHistoryPassed,STUDENT,UDF,U.S. History Assessment Passed,Asm Passed USHISTORY,Character,1,0,FL Assessment Passed,Dropdown,
F,all-std-classRank,STUDENT,UDF,Class Rank,Class Rank,Number,3,0,,,
F,all-std-classRankDate,STUDENT,UDF,Class Rank Date,Class Rank Date,Date,10,0,,,
F,all-std-classRankPercent,STUDENT,UDF,Class Rank Percent,Class Rank Percent,Number,6,0,,,
F,all-std-classRankTotal,STUDENT,UDF,Class Rank Total,Class Rank Total,Number,3,0,,,
F,all-std-gpaDictrict,STUDENT,UDF,GPA District,GPA District,Number,6,4,,,
F,all-std-gpaDictrictTerm,STUDENT,UDF,GPA District Term,GPA District Term,Number,6,4,,,
F,all-std-gpaState,STUDENT,UDF,GPA State,GPA State,Number,6,4,,,
F,all-std-gpaStateTerm,STUDENT,UDF,GPA State Term,GPA State Term,Number,6,4,,,
F,all-std-qpDictrict,STUDENT,UDF,Quality Points District,QP District,Number,6,2,,,
F,all-std-qpDictrictTerm,STUDENT,UDF,Quality Points District Term,QP District Term,Number,6,2,,,
F,all-std-qpState,STUDENT,UDF,Quality Points State,QP State,Number,6,2,,,
F,all-std-qpStateTerm,STUDENT,UDF,Quality Points State Term,QP State Term,Number,6,2,,,
F,all-him-FLVaccineType,HEALTH_IMMUNIZATION_DEFINITION,HIM_SERIES_ID,Series identifier,Series ID,Character,20,0,FL Vaccine Type,Dropdown,
C,DTP,DTP vaccine (4-5 doses),A,,,,,,,,
C,DTped,DT (Pediatric) vaccine - 3 to 5 doses total depending on the age of the child and the type of vac...,B,,,,,,,,
C,TdAd,Td Adult vaccine (1-4 doses) or Tdap vaccine - for use prior to 2009-2010,C,,,,,,,,
C,Tdap,Tdap (Tetanus-Diphtheria-Pertussis) vaccine (1-3 doses),P,,,,,,,,
C,Td,Td (Tetanus-Diphtheria) vaccine (1-3 doses),Q,,,,,,,,
C,IPV,Polio vaccine (3-4 doses),D,,,,,,,,
C,MMR,"MMR (Measles, Mumps and Rubella) vaccine (1-2 doses)",F,,,,,,,,
C,Measles,Measles (Rubeola) vaccine (1-2 doses) ,G,,,,,,,,
C,Mumps,Mumps vaccine (1-2 doses),H,,,,,,,,
C,Rubella,Rubella vaccine (1-2 doses),I,,,,,,,,
C,HepB,Hepatitis B vaccine (3 doses) for students 11-15 years of age,J,,,,,,,,
C,HepB2,Hepatitis B vaccine (2 doses) for students 11-15 years of age,M,,,,,,,,
C,Varicella,VZV (Varicella) vaccine (1-2 doses),K,,,,,,,,
C,VaricellaD,Varicella disease (year),L,,,,,,,,
C,Hib,Hib Haemophilus Influenza Type B vaccine (1-4 doses),E,,,,,,,,
C,PCV,Pneumococcal Conjugate vaccine (1 dose),N,,,,,,,,
F,all-his-FLImmunizedEligibleForm,HEALTH_IMMUNIZATION_SERIES,UDF,FL Immunized Eligible Form,FLImmunizedElForm,Logical,1,0,,,
F,all-his-FLExemption,HEALTH_IMMUNIZATION_SERIES,UDF,FL Exemption,FLExemption,Character,20,0,FL Immunization Exemption,,
C,Medical,Medical Exemption,Medical,,,,,,,,
C,Personal,Personal Exemption,Personal,,,,,,,,
C,Religious,Religious Exemption,Religious,,,,,,,,
F,all-his-FLImmunizationDate,HEALTH_IMMUNIZATION_SERIES,UDF,Date of Immunization,Date of Immunization,Date,10,0,,,
F,all-his-FLHadDisease,HEALTH_IMMUNIZATION_SERIES,UDF,Had Disease Indicator,Had Disease Indicator,Logical,1,0,,,
F,all-his-FLSourceCode,HEALTH_IMMUNIZATION_SERIES,UDF,Immunization Record Source Code,Source Code,Character,2,0,FL Immunization Record Source Code,Picklist,
C,CQ,County Record,CQ,,,,,,,,
C,HC,Health Certificate,HC,,,,,,,,
C,HR,Health Clinic Records,HR,,,,,,,,
C,IR,State School Immunization Records,IR,,,,,,,,
C,MG,MSRTS Record,MG,,,,,,,,
C,PY,Physician's Report,PY,,,,,,,,
C,ST,Student Education Record (Transcript),ST,,,,,,,,
F,all-trn-InProgressHrs,STUDENT_TRANSCRIPT,UDF,Crs In Progress Hrs,Crs In Progress Hrs,Character,3,0,,,
F,all-trn-Absences,STUDENT_TRANSCRIPT,UDF,Crs Absences,Crs Absences,Character,3,0,,,
